English,Spanish,sentiment
hazardous,peligroso,negative
haze,neblina,negative
headache,dolor de cabeza,negative
headway,progreso,positive
heady,embriagador,negative
heal,sanar,positive
healing,curación,positive
healthful,sano,positive
healthy,saludable,positive
hearing,audición,negative
hearsay,rumores,negative
hearse,coche fúnebre,negative
heartache,angustia,negative
heartburn,acidez,negative
heartfelt,cordial,positive
hearth,hogar,positive
heartily,cordialmente,positive
heartless,cruel,negative
heathen,pagano,negative
heavenly,celestial,positive
heavens,cielos,positive
heavily,fuertemente,negative
hedonism,hedonismo,positive
heel,talón,negative
heft,peso,positive
heighten,aumentar,negative
heinous,atroz,negative
hell,infierno,negative
hellish,infernal,negative
helmet,casco,positive
helper,ayudante,positive
helpful,útil,positive
helpless,impotente,negative
helplessness,impotencia,negative
hemorrhage,hemorragia,negative
hemorrhoids,hemorroides,negative
herbal,herbario,positive
heresy,herejía,negative
heretic,hereje,negative
hermaphrodite,hermafrodita,negative
hero,héroe,positive
heroic,heroico,positive
heroics,heroicidades,positive
heroin,heroína,negative
heroine,heroína,positive
heroism,heroísmo,positive
herpes,herpes,negative
herpesvirus,herpesvirus,negative
hesitation,vacilación,negative
heyday,apogeo,positive
hidden,oculto,negative
hideous,horrible,negative
highest,más alto,positive
hilarious,hilarante,positive
hilarity,hilaridad,positive
hindering,obstaculizando,negative
hindrance,obstáculo,negative
hippie,hippie,negative
hire,contratar,positive
hiss,silbido,negative
hissing,silbido,negative
hit,golpear,negative
hitherto,hasta ahora,negative
hive,colmena,negative
hoarse,ronco,negative
hoary,canoso,negative
hoax,engaño,negative
hobby,hobby,positive
hobo,hobo,negative
hog,cerdo,negative
holiday,fiesta,positive
holiness,santidad,positive
hollow,hueco,negative
holocaust,holocausto,negative
holy,santo,positive
homage,homenaje,positive
homeless,sin hogar,negative
homesick,nostálgico,negative
homicidal,homicida,negative
homicide,homicidio,negative
homology,homología,positive
homosexuality,homosexualidad,negative
honest,honesto,positive
honesty,honestidad,positive
honey,miel,positive
honeymoon,luna de miel,positive
honor,honor,positive
honorable,honorable,positive
hood,capucha,negative
hooked,enganchado,negative
hoot,ulular,negative
hope,esperanza,positive
hopeful,esperanzado,positive
hopeless,sin esperanza,negative
hopelessness,desesperación,negative
horde,horda,negative
horizon,horizonte,positive
horrible,horrible,negative
horribly,horriblemente,negative
horrid,horrible,negative
horrific,horrendo,negative
horrified,horrorizada,negative
horrifying,horripilante,negative
horror,horror,negative
horrors,horrores,negative
hospitality,hospitalidad,positive
hostage,rehén,negative
hostile,hostil,negative
hostilities,hostilidades,negative
hostility,hostilidad,negative
household,casa,positive
housekeeping,servicio de limpieza,positive
howl,aullido,negative
huff,rabieta,negative
hug,abrazo,positive
humane,humano,positive
humanitarian,humanitario,positive
humanity,humanidad,positive
humble,humilde,positive
humbled,humillado,positive
humbly,humildemente,positive
humbug,patraña,negative
humiliate,humillar,negative
humiliating,humillante,negative
humiliation,humillación,negative
humility,humildad,positive
humorist,humorista,positive
humorous,humorístico,positive
hunch,corazonada,negative
hungry,hambriento,negative
hunter,cazador,negative
hunting,caza,negative
hurrah,¡hurra,positive
hurricane,huracán,negative
hurried,apresurado,negative
hurt,daño,negative
hurtful,hiriente,negative
hurting,lastimando,negative
husbandry,agricultura,positive
hush,silencio,positive
hustler,estafador,negative
hut,choza,positive
hydra,hidra,negative
hydrocephalus,hidrocefalia,negative
hygienic,higiénico,positive
hymn,himno,positive
hype,bombo,negative
hyperbole,hipérbole,negative
hypocrisy,hipocresía,negative
hypocrite,hipócrita,negative
hypocritical,hipócrita,negative
hysteria,histeria,negative
hysterical,histérico,negative
idealism,idealismo,positive
idiocy,idiotez,negative
idiot,idiota,negative
idiotic,idiota,negative
idler,ocioso,negative
idol,ídolo,positive
idolatry,idolatría,negative
ignorance,ignorancia,negative
ignorant,ignorante,negative
ignore,pasar por alto,negative
ill,enfermo,negative
illegal,ilegal,negative
illegality,ilegalidad,negative
illegible,ilegible,negative
illegitimate,ilegítimo,negative
illicit,ilícito,negative
illiterate,analfabeto,negative
illness,enfermedad,negative
illogical,ilógico,negative
illuminate,iluminar,positive
illumination,iluminación,positive
illusion,espejismo,negative
illustrate,ilustrar,positive
illustrious,ilustre,positive
imaginative,imaginativo,positive
imitated,imitado,negative
imitation,imitación,negative
immaculate,inmaculado,positive
immature,inmaduro,negative
immaturity,inmadurez,negative
immediately,inmediatamente,positive
immense,inmenso,positive
immerse,sumergir,positive
immoral,inmoral,negative
immorality,inmoralidad,negative
immortal,inmortal,positive
immovable,inamovible,positive
impair,perjudicar,negative
impairment,discapacidad,negative
impart,impartir,positive
impartial,imparcial,positive
impartiality,imparcialidad,positive
impassable,intransitable,negative
impatience,impaciencia,negative
impatient,impaciente,negative
impeach,procesar,negative
impeachment,acusación,negative
impeccable,impecable,positive
impede,impedir,negative
imperfection,imperfección,negative
imperfectly,imperfectamente,negative
impersonate,personificar,negative
impersonation,interpretación,negative
impervious,impermeable,positive
implacable,implacable,negative
implicate,implicar,negative
impolite,descortés,negative
importance,importancia,positive
important,importante,positive
imposition,imposición,negative
impossible,imposible,negative
impotence,impotencia,negative
impotent,impotente,negative
impound,embargar,negative
impracticable,impracticable,negative
impress,impresionar,positive
impression,impresión,positive
imprison,encarcelar,negative
imprisoned,encarcelado,negative
imprisonment,encarcelamiento,negative
impropriety,impropiedad,negative
improve,mejorar,positive
improved,mejorado,positive
improvement,mejora,positive
improving,mejorar,positive
improvise,improvisar,positive
imprudent,imprudente,negative
impure,impuro,negative
impurity,impureza,negative
imputation,imputación,negative
inability,incapacidad,negative
inaccessible,inaccesible,negative
inaccurate,inexacto,negative
inaction,en accion,negative
inactivity,inactividad,negative
inadequacy,insuficiencia,negative
inadequate,insuficiente,negative
inadmissible,inadmisible,negative
inalienable,inalienable,positive
inane,inane,negative
inapplicable,inaplicable,negative
inappropriate,inapropiado,negative
inattention,inatención,negative
inaudible,inaudible,negative
inauguration,inauguración,positive
incalculable,incalculable,negative
incapacity,incapacidad,negative
incarceration,encarcelamiento,negative
incase,En caso,negative
incendiary,incendiario,negative
incense,incienso,negative
incessant,incesante,negative
incest,incesto,negative
incestuous,incestuoso,negative
incineration,incineración,negative
incisive,incisivo,positive
incite,incitar,negative
inclement,inclemente,negative
include,incluir,positive
included,incluido,positive
including,Incluyendo,positive
inclusive,inclusive,positive
incoherent,incoherente,negative
income,ingresos,positive
incompatible,incompatible,negative
incompetence,incompetencia,negative
incompetent,incompetente,negative
incompleteness,incompletitud,negative
incomprehensible,incomprensible,negative
incongruous,incongruente,negative
inconsequential,inconsecuente,negative
inconsiderate,desconsiderado,negative
inconsistency,inconsecuencia,negative
inconvenient,inconveniente,negative
incorrect,incorrecto,negative
increase,aumentar,positive
incredulous,incrédulo,negative
incrimination,incriminación,negative
incubus,íncubo,negative
incur,incurrir en,negative
incurable,incurable,negative
incursion,incursión,negative
indecent,indecente,negative
indecision,indecisión,negative
indecisive,indeciso,negative
indefensible,indefendible,negative
indelible,indeleble,positive
indemnify,indemnizar,negative
indemnity,indemnidad,positive
indenture,escritura,negative
independence,independencia,positive
indestructible,indestructible,positive
indeterminate,indeterminado,negative
indict,encausar,negative
indictment,acusación,negative
indifference,indiferencia,negative
indigent,indigente,negative
indignant,indignado,negative
indignation,indignación,negative
indistinct,indistinto,negative
individuality,individualidad,positive
indoctrination,adoctrinamiento,negative
indolent,indolente,negative
indomitable,indomable,positive
ineffable,inefable,positive
ineffective,ineficaz,negative
ineffectual,ineficaz,negative
inefficiency,ineficacia,negative
inefficient,ineficiente,negative
inept,inepto,negative
ineptitude,ineptitud,negative
inequality,desigualdad,negative
inequitable,injusto,negative
inert,inerte,negative
inexcusable,inexcusable,negative
inexpensive,barato,positive
inexperience,inexperiencia,negative
inexperienced,inexperto,negative
inexplicable,inexplicable,negative
infallible,infalible,positive
infamous,infame,negative
infamy,infamia,negative
infant,infantil,positive
infanticide,infanticidio,negative
infantile,infantil,negative
infarct,infarto,negative
infect,infectar,negative
infection,infección,negative
infectious,infeccioso,negative
inferior,inferior,negative
inferiority,inferioridad,negative
inferno,infierno,negative
infertility,esterilidad,negative
infestation,infestación,negative
infidel,infiel,negative
infidelity,infidelidad,negative
infiltration,infiltración,positive
infinite,infinito,positive
infinity,infinito,positive
infirm,enfermizo,negative
infirmity,enfermedad,negative
inflammation,inflamación,negative
inflated,inflado,negative
inflation,inflación,negative
inflict,infligir,negative
infliction,imposición,negative
influence,influencia,positive
influential,influyente,positive
influenza,influenza,negative
information,información,positive
informer,delator,negative
infraction,infracción,negative
infrequently,con poca frecuencia,negative
infringement,infracción,negative
ingenious,ingenioso,positive
inheritance,herencia,positive
inhibit,inhibir,negative
inhospitable,inhóspito,negative
inhuman,inhumano,negative
inhumanity,inhumanidad,negative
inimical,hostil,negative
inimitable,inimitable,positive
iniquity,iniquidad,negative
injunction,interdicto,negative
injure,lesionar,negative
injured,lesionado,negative
injurious,perjudicial,negative
injury,lesión,negative
injustice,injusticia,negative
inmate,preso,negative
innocence,inocencia,positive
innocent,inocente,positive
innocently,inocentemente,positive
innocuous,inocuo,positive
innovate,innovar,positive
innovation,innovación,positive
inoperative,inoperante,negative
inquirer,investigador,positive
inquiry,investigación,positive
inquisitive,inquisitivo,positive
insane,demente,negative
insanity,locura,negative
insecure,inseguro,negative
insecurity,inseguridad,negative
inseparable,inseparable,positive
insidious,insidioso,negative
insignia,insignias,positive
insignificance,insignificancia,negative
insignificant,insignificante,negative
insipid,insípido,negative
insolent,insolente,negative
insolvency,insolvencia,negative
insolvent,insolvente,negative
inspector,inspector,positive
inspiration,inspiración,positive
inspire,inspirar,positive
inspired,inspirado,positive
instability,inestabilidad,negative
instigate,instigar,negative
instigation,instigación,negative
instinctive,instintivo,positive
instruct,instruir,positive
instruction,instrucción,positive
instructor,instructor,positive
instrumental,instrumental,positive
insufficiency,insuficiencia,negative
insufficient,insuficiente,negative
insufficiently,insuficientemente,negative
insult,insulto,negative
insulting,insultante,negative
insure,asegurar,positive
insurgent,insurgente,negative
insurmountable,insuperable,negative
insurrection,insurrección,negative
intact,intacto,positive
integrity,integridad,positive
intellect,intelecto,positive
intellectual,intelectual,positive
intelligence,inteligencia,positive
intelligent,inteligente,positive
intended,destinado a,positive
intense,intenso,positive
inter,entre otras,negative
intercourse,relaciones,positive
interdiction,interdicción,negative
interest,interés,positive
interested,interesado,positive
interesting,interesante,positive
interference,interferencia,negative
interior,interior,positive
interlocutory,interlocutorio,positive
interlude,interludio,positive
interment,entierro,negative
interminable,interminable,positive
interrupt,interrumpir,negative
interrupted,interrumpido,negative
intervention,intervención,positive
intestate,intestado,negative
intimate,íntimo,positive
intimidate,intimidar,negative
intimidation,intimidación,negative
intolerable,intolerable,negative
intolerance,intolerancia,negative
intolerant,intolerante,negative
intonation,entonación,positive
intoxicated,ebrio,negative
intractable,intratable,negative
intrepid,intrépido,positive
intrigue,intriga,negative
intruder,intruso,negative
intrusion,intrusión,negative
intrusive,intruso,negative
intuition,intuición,positive
intuitive,intuitivo,positive
invade,invadir,negative
invader,invasor,negative
invalidate,invalidar,negative
invalidation,invalidación,negative
invalidity,invalidez,negative
invariably,invariablemente,positive
invasion,invasión,negative
inventive,inventivo,positive
inventor,inventor,positive
investigate,investigar,positive
invigorate,vigorizar,positive
invitation,invitación,positive
invite,invitar,positive
inviting,atractivo,positive
involuntary,involuntario,negative
involution,involución,negative
irate,airado,negative
ire,ira,negative
iron,hierro,positive
irons,hierros,negative
irrational,irracional,negative
irrationality,irracionalidad,negative
irreconcilable,irreconciliable,negative
irreducible,irreducible,positive
irrefutable,irrefutable,positive
irregular,irregular,negative
irregularity,irregularidad,negative
irrelevant,irrelevante,negative
irreparable,irreparable,negative
irresponsible,irresponsable,negative
irreverent,irreverente,negative
irrevocable,irrevocable,negative
irritability,irritabilidad,negative
irritable,irritable,negative
irritating,irritante,negative
irritation,irritación,negative
isolated,aislado,negative
isolation,aislamiento,negative
jabber,farfulla,negative
jackpot,bote,positive
jail,cárcel,negative
jam,mermelada,positive
jargon,jerga,negative
jarring,discorde,negative
jaundice,ictericia,negative
jealous,celoso,negative
jealousy,celos,negative
jeopardize,poner en peligro,negative
jeopardy,peligro,negative
jest,bromear,positive
job,trabajo,positive
john,Juan,negative
join,unirse,positive
joined,unido,positive
joke,broma,negative
joker,comodín,positive
joking,bromas,positive
jornada,jornada,negative
journalist,periodista,positive
journey,viaje,positive
jovial,jovial,positive
joy,alegría,positive
joyful,alegre,positive
joyous,jubiloso,positive
jubilant,jubiloso,positive
jubilee,aniversario,positive
judicial,judicial,positive
judicious,juicioso,positive
jumble,revoltijo,negative
jump,saltar,positive
junk,basura,negative
junta,junta,negative
justice,justicia,positive
justifiable,justificable,positive
justification,justificación,positive
juvenile,juvenil,negative
keepsake,recuerdo,positive
ken,ken,positive
kern,kern,negative
keynote,fundamental,positive
keystone,piedra clave,positive
kick,patada,negative
kidnap,secuestrar,negative
kill,matar,negative
killing,asesinato,negative
kind,clase,positive
kindness,amabilidad,positive
kindred,afín,positive
king,rey,positive
kiss,beso,positive
kite,cometa,negative
kitten,gatito,positive
knack,maña,positive
knell,toque de difuntos,negative
knight,caballero,positive
knotted,anudado,negative
knowing,conocimiento,positive
knowledge,conocimiento,positive
kudos,prestigio,positive
labor,trabajo,positive
labored,trabajado,negative
laborious,laborioso,negative
labyrinth,laberinto,negative
lace,encaje,positive
lack,falta,negative
lacking,carente,negative
lackluster,deslucido,negative
laden,cargado,negative
lag,retraso,negative
lagging,rezagado,negative
lair,guarida,negative
lamb,Cordero,positive
lament,lamento,negative
land,tierra,positive
landed,aterrizado,positive
landslide,corrimiento de tierras,negative
languid,lánguido,negative
languish,languidecer,negative
languishing,languideciendo,negative
lapse,lapso,negative
larceny,hurto,negative
laser,láser,positive
lash,latigazo,negative
late,tarde,negative
lateness,retraso,negative
latent,latente,negative
latrines,letrinas,negative
laudable,loable,positive
laugh,risa,positive
laughable,cómico,negative
laughing,riendo,positive
laughter,risa,positive
launch,lanzamiento,positive
laureate,laureado,positive
laurel,laurel,positive
laurels,laureles,positive
lava,lava,negative
lavish,pródigo,positive
lawful,legal,positive
lawlessness,desorden,negative
lawsuit,pleito,negative
lawyer,abogado,negative
lax,laxo,negative
laxative,laxante,negative
lazy,perezoso,negative
lead,conducir,positive
leader,líder,positive
league,liga,positive
leak,fuga,negative
leakage,fuga,negative
leaky,agujereado,negative
learn,aprender,positive
learning,aprendizaje,positive
leave,dejar,negative
lecturer,profesor,positive
leech,sanguijuela,negative
leeches,sanguijuelas,negative
leer,mirada lasciva,negative
leeway,libertad de acción,positive
legal,legal,positive
legalized,legalizado,positive
legendary,legendario,positive
legibility,legibilidad,positive
legible,legible,positive
leisure,ocio,positive
leisurely,sin prisa,positive
lemma,Lemma,positive
lemon,limón,negative
lenient,indulgente,positive
leprosy,lepra,negative
lesbian,lesbiana,negative
lessen,reducir,negative
lesser,menor,negative
lesson,lección,positive
lethal,letal,negative
lethargy,letargo,negative
lettered,letrado,positive
leukemia,leucemia,negative
level,nivel,positive
leverage,apalancamiento,positive
levy,impuesto,negative
lewd,lascivo,negative
liaison,enlace,negative
liar,mentiroso,negative
libel,difamación,negative
liberal,liberal,positive
liberate,liberar,positive
liberation,liberación,positive
liberty,libertad,positive
library,biblioteca,positive
lick,lamer,negative
lie,mentira,negative
lifeblood,alma,positive
lifeless,sin vida,negative
lighthouse,faro,positive
liking,gusto,positive
limited,limitado,negative
limp,cojear,negative
linguist,lingüista,positive
lint,hilas,negative
lion,león,positive
liquor,alcohol,negative
listless,apático,negative
lithe,ágil,positive
litigant,litigante,negative
litigate,litigar,negative
litigation,litigio,negative
litigious,litigioso,negative
litter,camada,negative
livid,lívido,negative
loaf,pan,negative
loafer,mocasín,negative
loath,poco dispuesto,negative
loathe,aborrecer,negative
loathing,aborrecimiento,negative
loathsome,repugnante,negative
lobbyist,cabildero,negative
lockup,cárcel,negative
locust,langosta,negative
lofty,alto,negative
logical,lógico,positive
loneliness,soledad,negative
lonely,solitario,negative
lonesome,solitario,negative
longevity,longevidad,positive
loo,lavabo,negative
loom,telar,negative
loon,somorgujo,negative
loony,loco,negative
loot,botín,negative
lord,señor,positive
lordship,señorío,positive
lose,perder,negative
losing,perder,negative
loss,pérdida,negative
lost,perdido,negative
loudness,volumen,negative
lounge,salón,negative
louse,piojo,negative
lovable,amable,positive
love,amor,positive
lovely,precioso,positive
lovemaking,haciendo el amor,positive
lover,amante,positive
loving,amoroso,positive
lower,inferior,negative
lowering,bajar,negative
lowest,más bajo,negative
lowlands,tierras bajas,negative
lowly,humilde,negative
loyal,leal,positive
loyalty,lealtad,positive
luck,suerte,positive
lucky,afortunado,positive
ludicrous,ridículo,negative
lumbering,lumbering,negative
lump,bulto,negative
lumpy,grumoso,negative
lunacy,locura,negative
lunatic,lunático,negative
lurch,estacada,negative
lure,señuelo,negative
lurid,espeluznante,negative
lurk,estar al acecho,negative
lurking,acecho,negative
luscious,delicioso,positive
lush,exuberante,negative
lust,lujuria,negative
luster,lustre,positive
lustful,libidinoso,negative
lustrous,lustroso,positive
luxuriant,exuberante,positive
luxurious,lujoso,positive
luxury,lujo,positive
lying,acostado,negative
lynch,linchar,negative
lyre,lira,positive
lyrical,lírico,positive
mace,maza,negative
mad,loco,negative
madden,enloquecer,negative
madman,loco,negative
madness,locura,negative
mafia,mafia,negative
maggot,gusano,negative
magical,mágico,positive
magnet,imán,positive
magnetism,magnetismo,positive
magnetite,magnetita,positive
magnificence,magnificencia,positive
magnificent,magnífico,positive
maiden,doncella,positive
main,principal,positive
mainstay,pilar,positive
majestic,majestuoso,positive
majesty,majestad,positive
major,mayor,positive
majority,mayoría,positive
makeshift,improvisado,negative
malady,enfermedad,negative
malaise,malestar,negative
malaria,malaria,negative
malevolent,malévolo,negative
malfeasance,crimen,negative
malformation,malformación,negative
malice,malicia,negative
malicious,malicioso,negative
malign,maligno,negative
malignancy,malignidad,negative
malignant,maligno,negative
malpractice,negligencia profesional,negative
manage,gestionar,positive
management,administración,positive
mandamus,mandamus,negative
mandarin,mandarina,positive
mange,sarna,negative
mangle,exprimidor,negative
manhood,virilidad,positive
mania,manía,negative
maniac,maníaco,negative
maniacal,maníaco,negative
manifested,manifestada,positive
manipulate,manipular,negative
manipulation,manipulación,negative
manly,varonil,positive
manna,maná,positive
mannered,amanerado,positive
manners,modales,positive
manslaughter,homicidio involuntario,negative
manufacturer,fabricante,positive
manure,estiércol,negative
mar,mar,negative
march,marcha,positive
margin,margen,negative
marked,marcado,positive
marketable,vendible,positive
maroon,granate,negative
marquis,marqués,positive
marriage,matrimonio,positive
marrow,médula,positive
marry,casarse,positive
marshal,mariscal,positive
martingale,martingala,negative
martyr,mártir,negative
martyrdom,martirio,negative
marvel,maravilla,positive
marvelous,maravilloso,positive
marvelously,maravillosamente,positive
masculine,masculino,positive
masochism,masoquismo,negative
massacre,masacre,negative
massage,masaje,positive
master,maestro,positive
masterpiece,obra maestra,positive
mastery,maestría,positive
mate,compañero,positive
materialism,materialismo,negative
materialist,materialista,negative
maternal,maternal,positive
matrimony,matrimonio,positive
matron,matrona,positive
maximum,máximo,positive
mayor,alcalde,positive
meadow,prado,positive
meandering,serpenteante,negative
meaningless,sin sentido,negative
measles,sarampión,negative
measured,medido,positive
medal,medalla,positive
meddle,entrometerse,negative
mediate,mediar,positive
mediation,mediación,positive
mediator,mediador,positive
medical,médico,positive
mediocre,mediocre,negative
mediocrity,mediocridad,negative
meditate,meditar,positive
mediterranean,Mediterráneo,positive
medley,popurrí,positive
melancholic,melancólico,negative
melancholy,melancolía,negative
melee,cuerpo a cuerpo,negative
melodrama,melodrama,negative
meltdown,crisis,negative
memento,recuerdo,positive
memorable,memorable,positive
menace,amenaza,negative
menacing,amenazador,negative
mending,remendando,positive
menial,servil,negative
menses,menstruo,positive
mentor,mentor,positive
mercenary,mercenario,negative
merciful,misericordioso,positive
merciless,despiadado,negative
mercy,misericordia,positive
merge,fundirse,positive
merit,mérito,positive
meritorious,meritorio,positive
merriment,alegría,positive
merry,alegre,positive
mess,lío,negative
messy,confuso,negative
metastasis,metástasis,negative
methanol,metanol,negative
metropolitan,metropolitano,positive
mettle,brío,positive
microscopy,microscopía,positive
midwife,partera,positive
midwifery,partería,positive
mighty,poderoso,positive
mildew,moho,negative
militia,milicia,negative
mime,mimo,positive
mimicry,mimetismo,negative
mindful,consciente de,positive
mindfulness,mindfulness,positive
minimize,minimizar,negative
minimum,mínimo,negative
ministry,ministerio,positive
minority,minoría,negative
miracle,milagro,positive
miraculous,milagroso,positive
mire,fango,negative
mirth,alegría,positive
misbehavior,mal comportamiento,negative
miscarriage,aborto involuntario,negative
mischief,Travesura,negative
mischievous,travieso,negative
misconception,concepto erróneo,negative
misconduct,mala conducta,negative
miserable,miserable,negative
miserably,tristemente,negative
misery,miseria,negative
misfortune,infortunio,negative
misguided,equivocado,negative
mishap,percance,negative
misinterpretation,mala interpretación,negative
mislead,engañar,negative
misleading,engañoso,negative
mismanagement,mala administración,negative
mismatch,desajuste,negative
misnomer,nombre equivocado,negative
misplace,misplace,negative
misplaced,fuera de lugar,negative
misrepresent,falsificar,negative
misrepresentation,tergiversación,negative
misrepresented,tergiversado,negative
missing,que falta,negative
missionary,misionero,positive
misstatement,declaración errónea,negative
mistake,error,negative
mistaken,equivocado,negative
mistress,amante,negative
mistrust,desconfianza,negative
misunderstand,entender mal,negative
misunderstanding,malentendido,negative
misuse,mal uso,negative
mite,ácaro,negative
mob,turba,negative
mockery,mofa,negative
mocking,burlón,negative
model,modelo,positive
moderate,moderado,positive
moderator,moderador,positive
modest,modesto,positive
modesty,modestia,positive
molestation,acoso,negative
momentum,impulso,positive
monetary,monetario,positive
money,dinero,positive
monk,monje,positive
monochrome,monocromo,negative
monopolist,monopolista,negative
monsoon,monzón,negative
monster,monstruo,negative
monstrosity,monstruosidad,negative
monument,monumento,positive
moody,Moody,negative
moot,discutible,negative
moral,moral,positive
morality,moralidad,positive
morals,moralidad,positive
morbid,mórbido,negative
morbidity,morbosidad,negative
morgue,morgue,negative
moribund,moribundo,negative
moron,idiota,negative
moronic,imbécil,negative
morsel,bocado,negative
mortal,mortal,negative
mortality,mortalidad,negative
mortar,mortero,positive
mortification,mortificación,negative
mortuary,mortuorio,negative
mosquito,mosquito,negative
mother,madre,positive
motherhood,maternidad,positive
motive,motivo,positive
mourn,llorar,negative
mournful,triste,negative
mourning,luto,negative
movable,móvil,positive
mover,autor,positive
muck,estiércol,negative
mud,barro,negative
muddle,embrollo,negative
muddled,confusa,negative
muddy,fangoso,negative
muff,manguito,negative
mug,jarra,positive
mule,mula,negative
mum,mamá,negative
mumble,mascullar,negative
mumps,paperas,negative
murder,asesinato,negative
murderer,asesino,negative
murderous,asesino,negative
murky,turbio,negative
muscular,muscular,positive
music,música,positive
musical,musical,positive
muss,desorden,negative
musty,rancio,negative
mutable,mudable,positive
mutant,mutante,negative
mutilated,mutilado,negative
mutilation,mutilación,negative
mutiny,motín,negative
mutter,murmullo,negative
mutual,mutuo,positive
muzzle,bozal,negative
myopia,miopía,negative
nab,echar el guante a,negative
nadir,nadir,negative
nag,rocín,negative
naive,ingenuo,negative
nameless,sin nombre,negative
nap,siesta,positive
nappy,pañal,negative
narcotic,narcótico,negative
nasty,repugnante,negative
naturalist,naturalista,positive
naughty,travieso,negative
nausea,náusea,negative
nauseous,nauseabundo,negative
navigable,navegable,positive
nay,más aún,negative
neatly,pulcramente,positive
nectar,néctar,positive
needful,necesario,negative
needle,aguja,positive
needy,necesitado,negative
nefarious,vil,negative
negation,negación,negative
negative,negativo,negative
neglect,negligencia,negative
neglected,descuidado,negative
neglecting,descuido,negative
negligence,negligencia,negative
negligent,negligente,negative
negligently,negligentemente,negative
negotiate,negociar,positive
negotiator,negociador,positive
negro,negro,negative
neighbor,vecino,positive
nepotism,nepotismo,negative
nerve,nervio,positive
nervous,nervioso,negative
nestle,Nestlé,positive
nether,inferior,negative
nettle,ortiga,negative
neuralgia,neuralgia,negative
neurosis,neurosis,negative
neurotic,neurótico,negative
nicotine,nicotina,negative
nigger,negro,negative
nightmare,pesadilla,negative
nihilism,nihilismo,negative
nobility,nobleza,positive
noble,noble,positive
nobleman,noble,positive
noise,ruido,negative
noisy,ruidoso,negative
nomination,nominación,positive
noncompliance,incumplimiento,negative
nonsense,disparates,negative
nonsensical,absurdo,negative
noose,lazo,negative
normality,normalidad,positive
notable,notable,positive
notables,notables,positive
noted,conocido,positive
nothingness,nada,negative
notion,noción,positive
notoriety,mala fama,positive
nourishment,alimento,positive
noxious,nocivo,negative
nuisance,molestia,negative
nul,nul,negative
nullify,anular,negative
numb,entumecido,negative
numbers,números,positive
numbness,entumecimiento,negative
nun,monja,negative
nurse,enfermera,positive
nursery,vivero,positive
nurture,nutrir,positive
nutritious,nutritivo,positive
oaf,zoquete,negative
oak,roble,positive
oasis,oasis,positive
oath,juramento,positive
obedience,obediencia,positive
obese,obeso,negative
obesity,obesidad,negative
obi,obi,negative
obit,obit,negative
obituary,obituario,negative
objection,objeción,negative
objectionable,objetable,negative
objective,objetivo,positive
oblige,obligar,negative
obliging,complaciente,positive
obligor,deudor,negative
obliterate,obliterar,negative
obliterated,obliterado,negative
obliteration,obliteración,negative
oblivion,olvido,negative
obnoxious,odioso,negative
obscene,obsceno,negative
obscenity,obscenidad,negative
obscurity,oscuridad,negative
observant,observante,positive
obstacle,obstáculo,negative
obstinate,obstinado,negative
obstruct,obstruir,negative
obstruction,obstrucción,negative
obstructive,obstructivo,negative
obtainable,asequible,positive
obtuse,obtuso,negative
obvious,obvio,positive
occult,oculto,negative
occupant,ocupante,positive
occupation,ocupación,positive
occupy,ocupar,positive
oddity,rareza,negative
odious,odioso,negative
odor,olor,negative
offend,ofender,negative
offended,ofendido,negative
offender,delincuente,negative
offense,delito,negative
offensive,ofensiva,negative
offer,oferta,positive
offhand,brusco,negative
officer,oficial,positive
offing,lontananza,negative
offset,offset,positive
offshoot,retoño,positive
ogre,ogro,negative
olfactory,olfativo,negative
oligarchy,oligarquía,negative
omen,presagio,negative
ominous,ominoso,negative
omit,omitir,negative
omnipotence,omnipotencia,positive
omniscient,omnisciente,positive
onerous,oneroso,negative
onus,carga,negative
ooze,cieno,negative
opaque,opaco,negative
openness,franqueza,positive
opera,ópera,positive
operatic,operístico,negative
opiate,opiáceo,negative
opinionated,dogmático,negative
opium,opio,negative
opponent,adversario,negative
opportune,oportuno,positive
opportunity,oportunidad,positive
oppose,oponerse a,negative
opposed,opuesto,negative
opposition,oposición,negative
oppress,oprimir,negative
oppression,opresión,negative
oppressive,opresivo,negative
oppressor,opresor,negative
optimism,optimismo,positive
optimist,optimista,positive
option,opción,positive
optional,opcional,positive
oracle,oráculo,positive
oration,oración,positive
orc,orco,negative
orchestra,orquesta,positive
ordained,ordenado,positive
ordeal,ordalías,negative
orderly,ordenado,positive
ordination,ordenación,positive
ordnance,artillería,negative
organic,orgánico,positive
organization,organización,positive
organize,organizar,positive
organized,organizado,positive
orgasm,orgasmo,positive
originality,originalidad,positive
ornamented,ornamentado,positive
ornate,florido,positive
orphan,huérfano,negative
ostensibly,aparentemente,negative
oust,expulsar,negative
outburst,explosión,positive
outcast,paria,negative
outcome,resultado,positive
outcry,grito,negative
outdo,exceder,positive
outhouse,letrina,negative
outlandish,extravagante,negative
outlaw,proscribir,negative
outrage,atropello,negative
outstanding,excepcional,positive
outward,hacia el exterior,positive
ovation,ovación,negative
overbearing,despótico,negative
overburden,sobrecargar,negative
overcast,nublado,negative
overdo,exagerar,negative
overdose,sobredosis,negative
overdue,atrasado,negative
overestimated,sobrestimado,negative
overflow,desbordamiento,negative
overgrown,descuidado,negative
overjoyed,lleno de alegría,positive
